club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,
AC Milan,Gabriele Capanni,20,Left Winger,Ternana,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AC Milan,Yacine Adli,21,Attacking Midfield,G. Bordeaux,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AC Milan,Alessandro Sala,20,Central Midfield,Renate,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AC Milan,Frank Tsadjout,22,Centre-Forward,Pordenone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AC Milan,Marco Brescianini,21,Central Midfield,Monza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AC Milan,Mario Mandzukic,35,Centre-Forward,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
AC Milan,Fikayo Tomori,23,Centre-Back,Chelsea,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AC Milan,Soualiho MeÃ¯tÃ©,27,Defensive Midfield,Torino,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AC Milan,Diogo Dalot,22,Right-Back,Man Utd,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AC Milan,Sandro Tonali,21,Defensive Midfield,Brescia,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AC Milan,Brahim DÃ­az,22,Attacking Midfield,Real Madrid,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
Atalanta BC,Juan Musso,27,Goalkeeper,Udinese Calcio,Â£18.00m,in,Summer,18,Serie A,2021,2021/2022,Italy
Atalanta BC,Cristian Romero,23,Centre-Back,Juventus,Â£14.40m,in,Summer,14.4,Serie A,2021,2021/2022,Italy
Atalanta BC,Teun Koopmeiners,23,Defensive Midfield,AZ Alkmaar,Â£10.80m,in,Summer,10.8,Serie A,2021,2021/2022,Italy
Atalanta BC,Davide Zappacosta,29,Right-Back,Chelsea,Â£8.10m,in,Summer,8.1,Serie A,2021,2021/2022,Italy
Atalanta BC,Matteo Lovato,21,Centre-Back,Hellas Verona,Â£7.20m,in,Summer,7.2,Serie A,2021,2021/2022,Italy
Atalanta BC,Merih Demiral,23,Centre-Back,Juventus,Loan fee:Â£2.70m,in,Summer,2.7,Serie A,2021,2021/2022,Italy
Atalanta BC,Simone Mazzocchi,23,Centre-Forward,SÃ¼dtirol,?,in,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Giuseppe Pezzella,23,Left-Back,Parma,loan transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Musa Barrow,22,Centre-Forward,Bologna,Â£13.05m,out,Summer,13.05,Serie A,2021,2021/2022,Italy
Atalanta BC,Roger IbaÃ±ez,22,Centre-Back,AS Roma,Â£8.10m,out,Summer,8.1,Serie A,2021,2021/2022,Italy
Atalanta BC,Andreas Cornelius,28,Centre-Forward,Parma,Â£7.56m,out,Summer,7.56,Serie A,2021,2021/2022,Italy
Atalanta BC,Lennart Czyborra,22,Left-Back,Genoa,Â£4.95m,out,Summer,4.95,Serie A,2021,2021/2022,Italy
Atalanta BC,Boris RadunoviÄ‡,25,Goalkeeper,Cagliari Calcio,Â£450Th.,out,Summer,0.45,Serie A,2021,2021/2022,Italy
Atalanta BC,Isnik Alimi,27,Central Midfield,FK Qabala,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Alessandro Santopadre,22,Goalkeeper,Imolese,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Matteo Salvi,22,Centre-Back,Grosseto,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Riccardo Burgio,20,Left Midfield,Piacenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Alessio Girgi,21,Left-Back,Carrarese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Erdis Kraja,21,Central Midfield,Lecco,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Christian Mora,23,Right-Back,Siena,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Daniele Solcia,20,Centre-Back,Seregno,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Lorenzo Babbi,21,Centre-Forward,Lucchese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Alessandro Mallamo,22,Central Midfield,Bari,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Stefano Mazzini,22,Goalkeeper,Carrarese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Nicolas Haas,25,Central Midfield,FC Empoli,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Eyob Zambataro,23,Left-Back,Lecco,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Khadim Ndiaye,21,Goalkeeper,Lecco,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Marco Tumminello,22,Centre-Forward,Reggina,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Viktor Kovalenko,25,Attacking Midfield,Spezia Calcio,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Marco Carraro,23,Defensive Midfield,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Bryan Cabezas,24,Left Winger,Kocaelispor,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,David Heidenreich,21,Centre-Back,SPAL,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Jacopo Da Riva,20,Central Midfield,SPAL,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Bosko Sutalo,21,Centre-Back,Hellas Verona,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Sebastiano Finardi,20,Central Midfield,Turris,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Arkadiusz Reca,26,Left-Back,Spezia Calcio,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Alessandro Cortinovis,20,Attacking Midfield,Reggina,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Enrico Del Prato,21,Right-Back,Parma,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Sam Lammers,24,Centre-Forward,E. Frankfurt,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Simone Muratore,23,Central Midfield,Tondela,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Cristian Romero,23,Centre-Back,Spurs,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Marco Varnier,23,Centre-Back,Como,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Alberto Alari,22,Centre-Back,Pergolettese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Emmanuel Latte Lath,22,Centre-Forward,SPAL,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Luca Vido,24,Centre-Forward,Cremonese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Caleb Okoli,20,Centre-Back,Cremonese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Matteo Pedrini,21,Left Midfield,Mantova,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Simone Mazzocchi,23,Centre-Forward,Ternana,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Anton Kresic,25,Centre-Back,HNK Rijeka,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Nadir Zortea,22,Right-Back,Salernitana,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Salvatore Elia,22,Right Winger,Benevento,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Rodrigo Guth,20,Centre-Back,NEC Nijmegen,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Pierluigi Gollini,26,Goalkeeper,Spurs,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Christian Capone,22,Left Winger,Ternana,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Matteo Ruggeri,19,Left-Back,Salernitana,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,NicolÃ² Milani,20,Centre-Back,Legnago,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Ebrima Colley,21,Left Winger,Spezia Calcio,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Thomas Bolis,23,Defensive Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
Atalanta BC,Gabriel Lunetta,25,Left Winger,Alessandria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Enrico Zanoni,22,Left-Back,Turris,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Atalanta BC,Mattia Caldara,27,Centre-Back,AC Milan,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
Atalanta BC,Cristian Romero,23,Centre-Back,Juventus,"End of loanAug 4, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
Atalanta BC,Raoul Bellanova,21,Right-Back,G. Bordeaux,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
Juventus FC,Weston McKennie,23,Central Midfield,FC Schalke 04,Â£18.45m,in,Summer,18.45,Serie A,2021,2021/2022,Italy
Juventus FC,Moise Kean,21,Centre-Forward,Everton,Loan fee:Â£6.30m,in,Summer,6.3,Serie A,2021,2021/2022,Italy
Juventus FC,Mohamed Ihattaren,19,Attacking Midfield,PSV Eindhoven,Â£4.95m,in,Summer,4.95,Serie A,2021,2021/2022,Italy
Juventus FC,Kaio Jorge,19,Centre-Forward,Santos FC,Â£1.35m,in,Summer,1.35,Serie A,2021,2021/2022,Italy
Juventus FC,Manuel Locatelli,23,Defensive Midfield,Sassuolo,loan transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Cristian Romero,23,Centre-Back,Atalanta BC,Â£14.40m,out,Summer,14.4,Serie A,2021,2021/2022,Italy
Juventus FC,Cristiano Ronaldo,36,Centre-Forward,Man Utd,Â£13.50m,out,Summer,13.5,Serie A,2021,2021/2022,Italy
Juventus FC,Merih Demiral,23,Centre-Back,Atalanta BC,Loan fee:Â£2.70m,out,Summer,2.7,Serie A,2021,2021/2022,Italy
Juventus FC,Gianluigi Buffon,43,Goalkeeper,Parma,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Stefano Gori,25,Goalkeeper,Como,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Marko Pjaca,26,Left Winger,Torino,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Gianluca Frabotta,22,Left-Back,Hellas Verona,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,NicolÃ² Fagioli,20,Attacking Midfield,Cremonese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Mohamed Ihattaren,19,Attacking Midfield,Sampdoria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Radu Dragusin,19,Centre-Back,Sampdoria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
Juventus FC,Weston McKennie,23,Central Midfield,FC Schalke 04,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,Matteo Politano,28,Right Winger,Inter,Â£17.10m,in,Summer,17.1,Serie A,2021,2021/2022,Italy
SSC Napoli,AndrÃ© Zambo Anguissa,25,Defensive Midfield,Fulham,Loan fee:Â£540Th.,in,Summer,0.54,Serie A,2021,2021/2022,Italy
SSC Napoli,Davide Marfella,21,Goalkeeper,Bari,free transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Juan Jesus,30,Centre-Back,AS Roma,free transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Arkadiusz Milik,27,Centre-Forward,Marseille,Â£8.10m,out,Summer,8.1,Serie A,2021,2021/2022,Italy
SSC Napoli,Raffaele Russo,22,Left Winger,ACR Messina,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Nikola Maksimovic,29,Centre-Back,Genoa,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Mario Francesco Prezioso,25,Central Midfield,V. Francavilla,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Elseid Hysaj,27,Right-Back,Lazio,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Leonardo Candellone,23,Centre-Forward,SÃ¼dtirol,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Franco Ferrari,26,Centre-Forward,Pescara,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Eugenio D'Ursi,26,Left Winger,Pescara,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Francesco Mezzoni,21,Right Midfield,Pistoiese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Amato Ciciretti,27,Right Winger,Pordenone,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Gianluca Gaetano,21,Attacking Midfield,Cremonese,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,ZinÃ©dine Machach,25,Defensive Midfield,HonvÃ©d,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Luca Palmiero,25,Defensive Midfield,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Karim Zedadka,21,Left Midfield,RSC Charleroi,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Nikita Contini,25,Goalkeeper,Crotone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Gennaro Tutino,25,Centre-Forward,Parma,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Sebastiano Luperto,24,Centre-Back,FC Empoli,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Michael Folorunsho,23,Central Midfield,Pordenone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Alessio Zerbin,22,Left Winger,Frosinone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SSC Napoli,Luigi D'Ignazio,23,Left-Back,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,Alberto Senese,21,Centre-Back,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,Matteo Politano,28,Right Winger,Inter,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,TiemouÃ© Bakayoko,27,Defensive Midfield,Chelsea,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Toma Basic,24,Central Midfield,G. Bordeaux,Â£6.17m,in,Summer,6.17,Serie A,2021,2021/2022,Italy
SS Lazio,Felipe Anderson,28,Left Winger,West Ham,Â£2.70m,in,Summer,2.7,Serie A,2021,2021/2022,Italy
SS Lazio,Dimitrije Kamenovic,21,Left-Back,Cukaricki,Â£2.25m,in,Summer,2.25,Serie A,2021,2021/2022,Italy
SS Lazio,Luka Romero,16,Attacking Midfield,RCD Mallorca B,Â£180Th.,in,Summer,0.18,Serie A,2021,2021/2022,Italy
SS Lazio,Pedro,34,Right Winger,AS Roma,free transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Elseid Hysaj,27,Right-Back,SSC Napoli,free transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Mattia Zaccagni,26,Attacking Midfield,Hellas Verona,loan transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,RaÃºl Moro,18,Left Winger,Lazio U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,JoaquÃ­n Correa,27,Second Striker,Inter,Loan fee:Â£4.50m,out,Summer,4.5,Serie A,2021,2021/2022,Italy
SS Lazio,Felipe Caicedo,32,Centre-Forward,Genoa,Â£1.80m,out,Summer,1.8,Serie A,2021,2021/2022,Italy
SS Lazio,Sofian Kiyine,23,Central Midfield,Venezia,Loan fee:Â£360Th.,out,Summer,0.36,Serie A,2021,2021/2022,Italy
SS Lazio,Nikolaos Baxevanos,22,Centre-Back,Chindia,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Simone Palombi,25,Centre-Forward,Alessandria,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Mattia Marocco,19,Goalkeeper,Siena,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Sergio Kalaj,21,Centre-Back,Carrarese,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Marco Alia,21,Goalkeeper,Monterosi,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Djavan Anderson,26,Right-Back,Cosenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Tiago Casasola,26,Right-Back,Frosinone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Biagio Morrone,21,Defensive Midfield,Monopoli,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,NicolÃ² Armini,20,Centre-Back,Piacenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Emanuele Cicerelli,27,Left Winger,Frosinone,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Fabio Maistro,23,Central Midfield,Ascoli,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Mohamed Fares,25,Left Midfield,Genoa,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
SS Lazio,Cedric Gondo,24,Centre-Forward,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Mateo Musacchio,31,Centre-Back,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Marco Parolo,36,Central Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Senad Lulic,35,Left Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Joseph Marie Minala,25,Central Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Abukar Mohamed,22,Central Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Wesley Hoedt,27,Centre-Back,Southampton,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Andreas Pereira,25,Attacking Midfield,Man Utd,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Tammy Abraham,23,Centre-Forward,Chelsea,Â£36.00m,in,Summer,36,Serie A,2021,2021/2022,Italy
AS Roma,Eldor Shomurodov,26,Centre-Forward,Genoa,Â£15.75m,in,Summer,15.75,Serie A,2021,2021/2022,Italy
AS Roma,MatÃ­as ViÃ±a,23,Left-Back,Palmeiras,Â£11.70m,in,Summer,11.7,Serie A,2021,2021/2022,Italy
AS Roma,Rui PatrÃ­cio,33,Goalkeeper,Wolves,Â£10.35m,in,Summer,10.35,Serie A,2021,2021/2022,Italy
AS Roma,Roger IbaÃ±ez,22,Centre-Back,Atalanta BC,Â£8.10m,in,Summer,8.1,Serie A,2021,2021/2022,Italy
AS Roma,Bryan Reynolds,20,Right-Back,FC Dallas,Â£6.08m,in,Summer,6.08,Serie A,2021,2021/2022,Italy
AS Roma,Riccardo Ciervo,19,Left Winger,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Nicola Zalewski,19,Attacking Midfield,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Ruben Providence,20,Left Winger,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Edoardo Bove,19,Central Midfield,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Pietro Boer,19,Goalkeeper,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Ebrima Darboe,20,Defensive Midfield,Roma U19,-,in,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Alessandro Florenzi,30,Right-Back,AC Milan,Loan fee:Â£900Th.,out,Summer,0.9,Serie A,2021,2021/2022,Italy
AS Roma,Pau LÃ³pez,26,Goalkeeper,Marseille,Loan fee:Â£648Th.,out,Summer,0.648,Serie A,2021,2021/2022,Italy
AS Roma,Cengiz Ãœnder,24,Right Winger,Marseille,Loan fee:Â£450Th.,out,Summer,0.45,Serie A,2021,2021/2022,Italy
AS Roma,Pedro,34,Right Winger,Lazio,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Edin Dzeko,35,Centre-Forward,Inter,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Bruno Peres,31,Right-Back,Trabzonspor,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Juan Jesus,30,Centre-Back,SSC Napoli,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Salvatore Pezzella,21,Central Midfield,Siena,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Devid Eugene Bouah,20,Right-Back,Teramo,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Zakaria Sdaigui,21,Central Midfield,Monterosi,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Zan Celar,22,Centre-Forward,FC Lugano,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Lorenzo Valeau,22,Left-Back,Seregno,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Matteo Cardinali,20,Goalkeeper,Latina Calcio,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Ludovico D'Orazio,21,Left Winger,SPAL,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Mirko Antonucci,22,Right Winger,Cittadella,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,William Bianda,21,Centre-Back,AS Nancy,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Ruben Providence,20,Left Winger,Club Brugge,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Robin Olsen,31,Goalkeeper,Sheff Utd,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Ante Coric,24,Attacking Midfield,FC ZÃ¼rich,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Riccardo Ciervo,19,Left Winger,Sampdoria,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Stefano Greco,22,Goalkeeper,Potenza,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Justin Kluivert,22,Left Winger,OGC Nice,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
AS Roma,Simone Farelli,38,Goalkeeper,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Antonio Mirante,38,Goalkeeper,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Javier Pastore,32,Attacking Midfield,Without Club,-,out,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Bryan Reynolds,20,Right-Back,FC Dallas,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
AS Roma,Roger IbaÃ±ez,22,Centre-Back,Atalanta BC,"End of loanJun 30, 2021",out,Summer,0,Serie A,2021,2021/2022,Italy
US Sassuolo,Hamed Junior TraorÃ¨,21,Attacking Midfield,FC Empoli,Â£14.40m,in,Summer,14.4,Serie A,2021,2021/2022,Italy
US Sassuolo,Ruan,22,Centre-Back,GrÃªmio,Â£4.50m,in,Summer,4.5,Serie A,2021,2021/2022,Italy
US Sassuolo,Jeremy Toljan,27,Right-Back,Bor. Dortmund,Â£3.15m,in,Summer,3.15,Serie A,2021,2021/2022,Italy
US Sassuolo,Maxime LÃ³pez,23,Central Midfield,Marseille,Â£1.80m,in,Summer,1.8,Serie A,2021,2021/2022,Italy
US Sassuolo,Abdou Harroui,23,Central Midfield,Sparta R.,Loan fee:Â£450Th.,in,Summer,0.45,Serie A,2021,2021/2022,Italy
US Sassuolo,Pietro Cianci,25,Centre-Forward,Teramo,Â£225Th.,in,Summer,0.225,Serie A,2021,2021/2022,Italy
US Sassuolo,Matheus Henrique,23,Central Midfield,GrÃªmio,loan transfer,in,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Marlon,25,Centre-Back,Shakhtar D.,Â£10.80m,out,Summer,10.8,Serie A,2021,2021/2022,Italy
US Sassuolo,Federico Di Francesco,27,Left Winger,SPAL,Â£4.05m,out,Summer,4.05,Serie A,2021,2021/2022,Italy
US Sassuolo,Giangiacomo Magnani,25,Centre-Back,Hellas Verona,Â£3.60m,out,Summer,3.6,Serie A,2021,2021/2022,Italy
US Sassuolo,Luca Mazzitelli,25,Central Midfield,Monza,Â£2.70m,out,Summer,2.7,Serie A,2021,2021/2022,Italy
US Sassuolo,Mehdi Bourabia,30,Central Midfield,Spezia Calcio,Loan fee:Â£450Th.,out,Summer,0.45,Serie A,2021,2021/2022,Italy
US Sassuolo,Pietro Cianci,25,Centre-Forward,Catanzaro,Â£225Th.,out,Summer,0.225,Serie A,2021,2021/2022,Italy
US Sassuolo,Nicholas Martini,20,Central Midfield,Villa Valle,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Andrea Cisco,22,Left Winger,Novara,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Nicholas Pierini,23,Left Winger,Cesena,free transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Giuseppe Aurelio,21,Left-Back,AS Gubbio,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Matteo Campani,21,Goalkeeper,Vis Pesaro,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Manuel Locatelli,23,Defensive Midfield,Juventus,loan transfer,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Raffaele Celia,22,Left-Back,SPAL,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Cristian Dell'Orco,27,Left-Back,Perugia,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Aristidi Kolaj,22,Centre-Forward,Alessandria,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Federico Ricci,27,Right Winger,Reggina,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
US Sassuolo,Luca Ravanelli,24,Centre-Back,Cremonese,?,out,Summer,NA,Serie A,2021,2021/2022,Italy
