club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
Rubin Kazan,German Onugkha,25,Centre-Forward,Vejle BK,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Danil Stepanov,21,Left-Back,Rotor Volgograd,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Kirill Kosarev,20,Centre-Forward,Hrv Dragovoljac,"End of loanAug 16, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Kamil Zakirov,22,Central Midfield,Noah Jurmala,"End of loanJul 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Ivan Konovalov,27,Goalkeeper,Ural,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Kirill Klimov,20,Centre-Forward,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Kirill Kosarev,20,Centre-Forward,Tom Tomsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Aleksey Gorodovoy,28,Goalkeeper,SKA Khabarovsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Igor Konovalov,25,Central Midfield,Arsenal Tula,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Rubin Kazan,Zuriko Davitashvili,20,Left Winger,Rotor Volgograd,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Victorien Angban,24,Central Midfield,FC Metz,£3.69m,3.69,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Mateo Cassierra,24,Centre-Forward,Belenenses SAD,£1.08m,1.08,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Sergey Terekhov,31,Left-Back,Orenburg,£302Th.,0.302,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Rodrig√£o,25,Centre-Back,Gil Vicente,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Mateo Barac,27,Centre-Back,Rapid Vienna,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Dmitri Vorobyev,23,Centre-Forward,Orenburg,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Danila Prokhin,20,Centre-Back,Rostov,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Igor Yurganov,27,Centre-Back,Baltika,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Nikita Koldunov,21,Central Midfield,Zenit 2 S-Pb,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FC Sochi,Pavel Shakuro,24,Left-Back,Irtysh Omsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Maksim Mukhin,19,Defensive Midfield,Loko Moscow,£153Th.,0.153,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Anton Zabolotnyi,30,Centre-Forward,Sochi,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Adolfo Gaich,22,Centre-Forward,Benevento,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Vitali Zhironkin,21,Centre-Forward,KamAZ,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Lassana N'Diaye,20,Centre-Forward,Veles Moscow,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Nikita Kotin,19,Centre-Back,Irtysh Omsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,C√©dric Gogoua,27,Centre-Back,Rotor Volgograd,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Kristijan Bistrovic,23,Central Midfield,Kasimpasa,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Jaka Bijol,22,Defensive Midfield,Hannover 96,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
CSKA Moscow,Gocha Gogrichiani,21,Centre-Forward,Akron Togliatti,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Denis Makarov,23,Right Midfield,Rubin Kazan,£6.75m,6.75,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Diego Laxalt,28,Left-Back,AC Milan,£3.15m,3.15,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Luka Gagnidze,18,Central Midfield,Dinamo Tbilisi,£1.35m,1.35,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Guillermo Varela,28,Right-Back,FC Copenhagen,£900Th.,0.9,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Fabi√°n Balbuena,30,Centre-Back,West Ham,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Saba Sazonov,19,Centre-Back,Zenit 2 S-Pb,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Aleksandr Kutitskiy,19,Centre-Back,Dynamo 2,-,0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Yaroslav Gladyshev,18,Centre-Forward,Dynamo 2,-,0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Vladislav Galkin,19,Attacking Midfield,Dynamo 2,-,0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Miguel Cardoso,27,Right Winger,Belenenses SAD,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Maximilian Philipp,27,Second Striker,VfL Wolfsburg,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Igor Kalinin,25,Left-Back,Ural,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Grigori Morozov,27,Right-Back,Ufa,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Vladislav Karapuzov,21,Right Winger,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Dynamo Moscow,Anton Terekhov,23,Right Winger,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Kemal Ademi,25,Centre-Forward,Fenerbahce,£720Th.,0.72,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Elmir Nabiullin,26,Left-Back,Sochi,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Besard Sabovic,23,Central Midfield,Kayserispor,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Ilya Kamyshev,24,Defensive Midfield,Chertanovo,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Ilya Sadygov,20,Centre-Forward,Dolgoprudnyi,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Vitali Sychev,21,Goalkeeper,Tambov,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Bryan Idowu,29,Left-Back,Loko Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,David Davidyan,23,Right Winger,Alashkert,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Kirill Bolshakov,21,Centre-Back,SKA Khabarovsk,£36Th.,0.036,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Artem Sokolov,18,Attacking Midfield,Chertanovo,£21Th.,0.021,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Kirill Bozhenov,20,Right-Back,Rostov,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Dusan Stojinovic,21,Centre-Back,NK Celje,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Khimki,Nikita Balakhontsev,18,Left Winger,Novosibirsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Ali Sowe,27,Centre-Forward,CSKA-Sofia,£2.70m,2.7,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Igor Kalinin,25,Left-Back,Ural,£540Th.,0.54,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Kirill Bozhenov,20,Right-Back,Khimki,£90Th.,0.09,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Nikita Kotin,19,Centre-Back,CSKA Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Danila Prokhin,20,Centre-Back,Zenit S-Pb,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Danila Sukhomlinov,19,Attacking Midfield,Rostov II,-,0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Bastos,30,Centre-Back,Al-Ain,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Nikolay Komlichenko,26,Centre-Forward,Dynamo Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Maksim Rudakov,25,Goalkeeper,Rotor Volgograd,"End of loanAug 10, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Aleksandr Smirnov,25,Left-Back,Orenburg,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Egor Baburin,28,Goalkeeper,Krasnodar,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,David Tosevski,20,Centre-Forward,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Konstantin Kovalev,21,Right-Back,Baltika,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Danila Proshlyakov,21,Centre-Forward,Veles Moscow,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Aleksandr Dolgov,22,Centre-Forward,Khimki,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Arseni Logashov,30,Right-Back,Khimki,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Rostov,Dmitri Chistyakov,27,Centre-Back,Zenit S-Pb,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Jhon C√≥rdoba,28,Centre-Forward,Hertha BSC,£18.00m,18,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Grzegorz Krychowiak,31,Defensive Midfield,Loko Moscow,£3.60m,3.6,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Vladimir Iljin,29,Centre-Forward,Akhmat Grozny,£2.70m,2.7,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Nikita Krivtsov,19,Attacking Midfield,Torpedo Vlad.,£81Th.,0.081,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Eduard Spertsyan,21,Attacking Midfield,Krasnodar 2,-,0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Aleksandr Chernikov,21,Defensive Midfield,Krasnodar 2,-,0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,German Onugkha,25,Centre-Forward,Vejle BK,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Leo Goglichidze,24,Left-Back,Nizhny Novgorod,"End of loanAug 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Uros Spajic,28,Centre-Back,Feyenoord,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Ilya Zhigulev,25,Central Midfield,Rotor Volgograd,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Artem Timofeev,27,Defensive Midfield,Spartak Moscow,£720Th.,0.72,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Mohamed Konat√©,23,Centre-Forward,Khimki,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Islam Alsultanov,20,Centre-Forward,Akhmat II,-,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Daniil Utkin,21,Central Midfield,Krasnodar,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Vladislav Karapuzov,21,Right Winger,Dynamo Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Igor Konovalov,25,Central Midfield,Rubin Kazan,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Artem Arkhipov,24,Centre-Forward,Kuban,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Vitali Lystsov,26,Centre-Back,Loko Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Magomed Mitrishev,28,Right Winger,Chaika Pes.,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Odise Roshi,30,Right Winger,Di√≥sgy≈ër,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Andr√©s Ponce,24,Centre-Forward,Rotor Volgograd,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Idris Umaev,22,Centre-Forward,Chaika Pes.,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Konrad Michalak,23,Right Winger,C. Rizespor,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Igor Kalinin,25,Left-Back,Dynamo Moscow,£315Th.,0.315,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Kirill Kolesnichenko,21,Left Winger,Kairat Almaty,£126Th.,0.126,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Ivan Galanin,23,Central Midfield,Loko-Kazanka M.,£86Th.,0.086,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Mikhail Ageev,21,Centre-Forward,Loko-Kazanka M.,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Yuri Zheleznov,18,Left Midfield,Saturn,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Ilya Pomazun,25,Goalkeeper,CSKA Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Luka Gagnidze,18,Central Midfield,Dynamo Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Artem Mamin,24,Centre-Back,Orenburg,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Yuri Bavin,27,Central Midfield,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,David Karaev,26,Centre-Forward,Kaspiy Aktau,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Erving Botaka,22,Centre-Back,Veles Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Egas Cacintura,23,Right Midfield,Unknown,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Moritz Bauer,29,Right-Back,Stoke City,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Aleksey Kuznetsov,25,Goalkeeper,Dinamo Bryansk,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Ruslan Fishchenko,21,Defensive Midfield,Veles Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Yuri Zhuravlev,25,Centre-Back,Volgar,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Azer Aliev,27,Right Midfield,Tambov,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Aleksandr Saplinov,24,Attacking Midfield,Rostov,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Oston Urunov,20,Attacking Midfield,Spartak Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Danila Emeljanov,21,Central Midfield,Volgar,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Gamid Agalarov,21,Centre-Forward,Volgar,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Nikolay Giorgobiani,24,Attacking Midfield,Alania Vl.,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Ufa,Igor Bezdenezhnykh,25,Central Midfield,Chaika Pes.,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Axel Bj√∂rnstr√∂m,25,Left-Back,Sirius,£180Th.,0.18,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Ayaz Guliev,24,Central Midfield,Spartak Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Anton Kochenkov,34,Goalkeeper,Loko Moscow,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Ivan Novoseltsev,30,Centre-Back,Sochi,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Igor Smolnikov,33,Right-Back,Krasnodar,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Evgeniy Markov,27,Centre-Forward,Krasnodar,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Zuriko Davitashvili,20,Left Winger,Rubin Kazan,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Uros Radakovic,27,Centre-Back,Sparta Prague,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Danil Stepanov,21,Left-Back,Rubin Kazan,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Roman Minaev,23,Centre-Forward,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Aleksandr Denisov,32,Centre-Back,Tambov,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Lameck Banda,20,Right Winger,Maccabi Netanya,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Alexandru Tudorie,25,Centre-Forward,Univ. Craiova,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Danil Prutsev,21,Central Midfield,Sochi,£540Th.,0.54,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Sergey Pinyaev,16,Left Winger,Chertanovo,£450Th.,0.45,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Danil Lipovoy,21,Left Midfield,Dynamo Moscow,£207Th.,0.207,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Glenn Bijl,26,Right-Back,FC Emmen,£180Th.,0.18,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Dmytro Ivanisenya,27,Defensive Midfield,Zorya Lugansk,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,German Onugkha,25,Centre-Forward,Vejle BK,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Maksim Glushenkov,22,Right Winger,Spartak Moscow,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Gennadi Kiselev,22,Defensive Midfield,Irtysh Omsk,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Dmitri Molchanov,20,Centre-Forward,Chertanovo,"End of loanJun 30, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Ibrokhimkhalil Yuldoshev,20,Left-Back,Pakhtakor,£225Th.,0.225,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Timur Suleymanov,21,Centre-Forward,Loko-Kazanka M.,£155Th.,0.155,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Aleksey Kozlov,34,Right-Back,Rostov,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Denis Tkachuk,32,Left Midfield,Orenburg,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,√Åkos Kecsk√©s,25,Centre-Back,FC Lugano,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Artur Nigmatullin,30,Goalkeeper,Arsenal Tula,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Daniil Penchikov,23,Right-Back,Tom Tomsk,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Petrus Boumal,28,Defensive Midfield,BB Erzurumspor,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Lucas Masoero,26,Centre-Back,Lok. Plovdiv,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Pavel Mogilevets,28,Central Midfield,Khimki,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Andrey Sinitsyn,33,Goalkeeper,Akron Togliatti,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Bekim Balaj,30,Centre-Forward,Sturm Graz,free transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Ivan Miladinovic,27,Centre-Back,Sochi,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Richlord Ennin,22,Centre-Forward,Spartaks,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
FK Nizhny Novgorod,Kirill Kosarev,20,Centre-Forward,Rubin Kazan,loan transfer,0,Premier Liga,2021,2021/2022,Russian Federation
Zenit St. Petersburg,Aleksandr Vasyutin,26,Goalkeeper,Djurgarden,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
FK Krasnodar,Younes Namli,27,Attacking Midfield,Colorado,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Ravanelli,24,Attacking Midfield,Chapecoense,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Ablaye Mbengue,29,Centre-Forward,Dinamo Minsk,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Akhmat Grozny,Idris Umaev,22,Centre-Forward,Shakhter K.,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Ural Yekaterinburg,Dominik Dinga,23,Centre-Back,Dinamo Minsk,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Arsenal Tula,Valeri Gromyko,24,Attacking Midfield,BATE Borisov,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Krylya Sovetov Samara,Abat Aymbetov,26,Centre-Forward,FC Astana,"End of loanDec 31, 2021",0,Premier Liga,2021,2021/2022,Russian Federation
Atletico Madrid,Rodrigo de Paul,27,Central Midfield,Udinese Calcio,£31.50m,31.5,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Matheus Cunha,22,Centre-Forward,Hertha BSC,£27.00m,27,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Marcos Paulo,20,Left Winger,Fluminense,free transfer,0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Antoine Griezmann,30,Second Striker,Barcelona,loan transfer,0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Benjamin Lecomte,30,Goalkeeper,Monaco,loan transfer,0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Nicol√°s Ib√°√±ez,27,Centre-Forward,San Luis,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Manu S√°nchez,21,Left-Back,CA Osasuna,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Francisco Montero,22,Centre-Back,Besiktas,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Santiago Arias,29,Right-Back,Bay. Leverkusen,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Nehu√©n P√©rez,21,Centre-Back,Granada CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Axel Werner,25,Goalkeeper,San Luis,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,V√≠ctor Mollejo,20,Right Winger,RCD Mallorca,"End of loanAug 30, 2021",0,Primera Division,2021,2021/2022,Spain
Atletico Madrid,Ivan Saponjic,24,Centre-Forward,C√°diz CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Emerson Royal,22,Right-Back,Real Betis,£12.60m,12.6,Primera Division,2021,2021/2022,Spain
FC Barcelona,Yusuf Demir,18,Right Winger,Rapid Vienna,Loan fee:£450Th.,0.45,Primera Division,2021,2021/2022,Spain
FC Barcelona,Memphis Depay,27,Centre-Forward,Olympique Lyon,free transfer,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Sergio Ag√ºero,33,Centre-Forward,Man City,free transfer,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Eric Garc√≠a,20,Centre-Back,Man City,free transfer,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Luuk de Jong,31,Centre-Forward,Sevilla FC,loan transfer,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,I√±aki Pe√±a,22,Goalkeeper,Barcelona B,-,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Rey Manaj,24,Centre-Forward,Barcelona B,-,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,√Ålex Collado,22,Right Winger,Barcelona B,-,0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Jean-Clair Todibo,21,Centre-Back,OGC Nice,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Carles Ale√±√°,23,Central Midfield,Getafe,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Juan Miranda,21,Left-Back,Real Betis,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
FC Barcelona,Monchu,21,Central Midfield,Girona,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Eduardo Camavinga,18,Central Midfield,Stade Rennais,£27.90m,27.9,Primera Division,2021,2021/2022,Spain
Real Madrid,David Alaba,29,Centre-Back,FC Bayern,free transfer,0,Primera Division,2021,2021/2022,Spain
Real Madrid,Jes√∫s Vallejo,24,Centre-Back,Granada CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Brahim D√≠az,22,Attacking Midfield,AC Milan,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Dani Ceballos,25,Central Midfield,Arsenal,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Gareth Bale,32,Right Winger,Spurs,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Takefusa Kubo,20,Right Winger,Getafe,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Madrid,Luka Jovic,23,Centre-Forward,E. Frankfurt,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
