club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
Real Madrid,Martin √òdegaard,22,Attacking Midfield,Arsenal,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Rafa Mir,24,Centre-Forward,Wolves,£14.40m,14.4,Primera Division,2021,2021/2022,Spain
Sevilla FC,Gonzalo Montiel,24,Right-Back,River Plate,£9.90m,9.9,Primera Division,2021,2021/2022,Spain
Sevilla FC,Thomas Delaney,29,Defensive Midfield,Bor. Dortmund,£5.40m,5.4,Primera Division,2021,2021/2022,Spain
Sevilla FC,Ludwig Augustinsson,27,Left-Back,Werder Bremen,£4.95m,4.95,Primera Division,2021,2021/2022,Spain
Sevilla FC,Marko Dmitrovic,29,Goalkeeper,SD Eibar,free transfer,0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Erik Lamela,29,Right Winger,Spurs,free transfer,0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Oussama Idrissi,25,Left Winger,Ajax,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Ibrahim Amadou,28,Defensive Midfield,SCO Angers,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Bryan Gil,20,Left Winger,SD Eibar,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Alejandro Pozo,22,Attacking Midfield,SD Eibar,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Juan Soriano,24,Goalkeeper,M√°laga CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Jos√© Alonso Lara,21,Left Winger,Dep. La Coru√±a,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Juan Berrocal,22,Centre-Back,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Rony Lopes,25,Right Winger,OGC Nice,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Sevilla FC,Guilherme Arana,24,Left-Back,Atl√©tico-MG,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Sociedad,Alexander S√∂rloth,25,Centre-Forward,RB Leipzig,Loan fee:£1.80m,1.8,Primera Division,2021,2021/2022,Spain
Real Sociedad,Diego Rico,28,Left-Back,Bournemouth,£450Th.,0.45,Primera Division,2021,2021/2022,Spain
Real Sociedad,Mathew Ryan,29,Goalkeeper,Brighton,?,0,Primera Division,2021,2021/2022,Spain
Real Sociedad,K√©vin Rodrigues,27,Left-Back,SD Eibar,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Sociedad,Willian Jos√©,29,Centre-Forward,Wolves,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Arnaut Danjuma,24,Left Winger,Bournemouth,£21.15m,21.15,Primera Division,2021,2021/2022,Spain
Villarreal CF,Juan Foyth,23,Centre-Back,Spurs,£13.50m,13.5,Primera Division,2021,2021/2022,Spain
Villarreal CF,Boulaye Dia,24,Centre-Forward,Stade Reims,£10.80m,10.8,Primera Division,2021,2021/2022,Spain
Villarreal CF,Manu Morlanes,22,Central Midfield,UD Almer√≠a,£3.60m,3.6,Primera Division,2021,2021/2022,Spain
Villarreal CF,A√Øssa Mandi,29,Centre-Back,Real Betis,free transfer,0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Soufiane Chakla,27,Centre-Back,Getafe,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Javi Ontiveros,23,Left Winger,SD Huesca,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Jorge Cuenca,21,Centre-Back,UD Almer√≠a,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Mario Gonz√°lez,25,Centre-Forward,Tondela,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Manu Morlanes,22,Central Midfield,UD Almer√≠a,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Enric Franquesa,24,Left-Back,Girona,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Miguel√≥n,25,Right-Back,Espanyol,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Xavi Quintill√†,25,Left-Back,Norwich,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Villarreal CF,Iv√°n Mart√≠n,22,Attacking Midfield,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Germ√°n Pezzella,30,Centre-Back,Fiorentina,£3.15m,3.15,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Juan Miranda,21,Left-Back,Barcelona,free transfer,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Youssouf Sabaly,28,Right-Back,G. Bordeaux,free transfer,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Rui Silva,27,Goalkeeper,Granada CF,free transfer,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Willian Jos√©,29,Centre-Forward,Real Sociedad,loan transfer,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,H√©ctor Beller√≠n,26,Right-Back,Arsenal,loan transfer,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Rodri S√°nchez,21,Attacking Midfield,Betis B,-,0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Rober Gonz√°lez,20,Right Winger,UD Las Palmas,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Real Betis BalompiÈ,Edgar Gonz√°lez,24,Centre-Back,Real Oviedo,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,√Ålex Petxa,24,Right-Back,Real Sociedad B,free transfer,0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,Imanol Garc√≠a de Alb√©niz,21,Left-Back,Bilbao Athletic,-,0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,Nico Williams,19,Right Winger,Bilbao Athletic,-,0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,I√±igo C√≥rdoba,24,Left Winger,Alav√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,Kenan Kodro,28,Centre-Forward,Real Valladolid,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Athletic Bilbao,Dani Vivian,22,Centre-Back,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Granada CF,Lu√≠s Maximiano,22,Goalkeeper,Sporting CP,£4.05m,4.05,Primera Division,2021,2021/2022,Spain
Granada CF,Sergio Escudero,31,Left-Back,Sevilla FC,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Alpha Dionkou,19,Right-Back,Man City U23,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Luis Abram,25,Centre-Back,V√©lez Sarsfield,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Monchu,21,Central Midfield,Barcelona,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Carlos Bacca,34,Centre-Forward,Villarreal,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Rub√©n Rochina,30,Right Winger,Levante,free transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Ricard S√°nchez,21,Right-Back,Atl. Madrid B,?,0,Primera Division,2021,2021/2022,Spain
Granada CF,Santiago Arias,29,Right-Back,Atl√©tico Madrid,loan transfer,0,Primera Division,2021,2021/2022,Spain
Granada CF,Anto√±√≠n,21,Centre-Forward,Rayo Vallecano,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Granada CF,Ramon Azeez,28,Central Midfield,FC Cartagena,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Javi Gal√°n,26,Left-Back,SD Huesca,£3.60m,3.6,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Franco Cervi,27,Left Winger,Benfica,£3.60m,3.6,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Thiago Galhardo,32,Centre-Forward,Internacional,Loan fee:£540Th.,0.54,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Mat√≠as Dituro,34,Goalkeeper,CDUC,loan transfer,0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Jeison Murillo,29,Centre-Back,Sampdoria,loan transfer,0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Sergio Carreira,20,Right-Back,Celta Vigo B,-,0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Jose Font√°n,21,Centre-Back,Celta Vigo B,-,0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Okay Yokuslu,27,Defensive Midfield,West Brom,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,√Ålvaro Vadillo,26,Left Winger,Espanyol,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Jozabed S√°nchez,30,Central Midfield,M√°laga CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Gabriel Fern√°ndez,27,Centre-Forward,Real Zaragoza,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Celta de Vigo,Juan Hern√°ndez,26,Right Winger,CE Sabadell,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Santiago Arzamendia,23,Left-Back,Cerro Porte√±o,£1.89m,1.89,Primera Division,2021,2021/2022,Spain
C√°diz CF,Tom√°s Alarc√≥n,22,Defensive Midfield,O'Higgins,£1.80m,1.8,Primera Division,2021,2021/2022,Spain
C√°diz CF,Jerem√≠as Ledesma,28,Goalkeeper,Rosario Central,£1.62m,1.62,Primera Division,2021,2021/2022,Spain
C√°diz CF,√Ålvaro Jim√©nez,26,Right Winger,Albacete,£630Th.,0.63,Primera Division,2021,2021/2022,Spain
C√°diz CF,Varazdat Haroyan,29,Centre-Back,FC Astana,free transfer,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Mart√≠n Calder√≥n,22,Central Midfield,RM Castilla,free transfer,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Rub√©n Sobrino,29,Centre-Forward,Valencia,?,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Milutin Osmajic,22,Centre-Forward,Sutjeska Niksic,?,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,V√≠ctor Chust,21,Centre-Back,RM Castilla,loan transfer,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Florin Andone,28,Centre-Forward,Brighton,loan transfer,0,Primera Division,2021,2021/2022,Spain
C√°diz CF,David Mayoral,24,Right Winger,FC Hermannstadt,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,√Ålvaro Gim√©nez,30,Centre-Forward,RCD Mallorca,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Nano Mesa,26,Centre-Forward,UD Logro√±√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Jean-Pierre Rhyner,25,Centre-Back,FC Emmen,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Sergio Gonz√°lez,24,Defensive Midfield,CD Tenerife,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Gaspar Panadero,23,Left Winger,Ponferradina,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Dani Sotres,28,Goalkeeper,R. Majadahonda,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Jos√© Matos,26,Left-Back,M√°laga CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
C√°diz CF,Caye Quintana,27,Centre-Forward,M√°laga CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Landry Dimata,24,Centre-Forward,RSC Anderlecht,£1.98m,1.98,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,√Ålvaro Vadillo,26,Left Winger,Celta de Vigo,£1.62m,1.62,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Sergi G√≥mez,29,Centre-Back,Sevilla FC,£900Th.,0.9,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Miguel√≥n,25,Right-Back,Villarreal,£450Th.,0.45,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Aleix Vidal,32,Right-Back,Sevilla FC,free transfer,0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Yangel Herrera,23,Central Midfield,Man City,loan transfer,0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Loren Mor√≥n,27,Centre-Forward,Real Betis,loan transfer,0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Manu Morlanes,22,Central Midfield,Villarreal,loan transfer,0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,Juan Camilo Becerra,23,Centre-Forward,RCD Espanyol B,-,0,Primera Division,2021,2021/2022,Spain
RCD Espanyol Barcelona,V√≠ctor G√≥mez,21,Right-Back,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Ante Budimir,30,Centre-Forward,RCD Mallorca,£7.20m,7.2,Primera Division,2021,2021/2022,Spain
CA Osasuna,Jon√°s Ramalho,28,Centre-Back,Girona,£630Th.,0.63,Primera Division,2021,2021/2022,Spain
CA Osasuna,Cote,31,Left-Back,SD Eibar,free transfer,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Kike Garc√≠a,31,Centre-Forward,SD Eibar,free transfer,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Jes√∫s Areso,22,Right-Back,Bilbao Athletic,free transfer,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Javi Ontiveros,23,Left Winger,Villarreal,loan transfer,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Manu S√°nchez,21,Left-Back,Atl√©tico Madrid,loan transfer,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Javi Mart√≠nez,21,Attacking Midfield,CA Osasuna Prom,-,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Kike Saverio,22,Left Winger,CA Osasuna Prom,-,0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Jaume Grau,24,Central Midfield,Tondela,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Brandon Thomas,26,Centre-Forward,CD Legan√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Marc Cardona,26,Centre-Forward,RCD Mallorca,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Barbero,23,Centre-Forward,Alcorc√≥n,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
CA Osasuna,Rober Ib√°√±ez,28,Right Winger,CD Legan√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Levante UD,Enric Franquesa,24,Left-Back,Villarreal,£675Th.,0.675,Primera Division,2021,2021/2022,Spain
Levante UD,Roberto Soldado,36,Centre-Forward,Granada CF,£450Th.,0.45,Primera Division,2021,2021/2022,Spain
Levante UD,Roger Brugu√©,24,Right Winger,Gimn√†stic,free transfer,0,Primera Division,2021,2021/2022,Spain
Levante UD,√Ålex Blesa,19,Central Midfield,Atl. Levante,-,0,Primera Division,2021,2021/2022,Spain
Levante UD,Pepelu,23,Defensive Midfield,Vit. Guimar√£es,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Levante UD,Pablo Mart√≠nez,23,Central Midfield,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Levante UD,Arturo Molina,25,Attacking Midfield,CD Castell√≥n,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Levante UD,Hern√¢ni,30,Right Winger,Al-Wahda,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Levante UD,Koke Vegas,25,Goalkeeper,RCD Mallorca,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Valencia CF,Marcos Andr√©,24,Centre-Forward,Real Valladolid,£7.65m,7.65,Primera Division,2021,2021/2022,Spain
Valencia CF,Dimitri Foulquier,28,Right-Back,Granada CF,£2.25m,2.25,Primera Division,2021,2021/2022,Spain
Valencia CF,Giorgi Mamardashvili,20,Goalkeeper,Dinamo Tbilisi,Loan fee:£180Th.,0.18,Primera Division,2021,2021/2022,Spain
Valencia CF,Hugo Duro,21,Centre-Forward,Getafe,loan transfer,0,Primera Division,2021,2021/2022,Spain
Valencia CF,H√©lder Costa,27,Right Winger,Leeds,loan transfer,0,Primera Division,2021,2021/2022,Spain
Valencia CF,Omar Alderete,24,Centre-Back,Hertha BSC,loan transfer,0,Primera Division,2021,2021/2022,Spain
Valencia CF,Rub√©n Sobrino,29,Centre-Forward,C√°diz CF,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Valencia CF,Javi Jim√©nez,24,Centre-Back,Albacete,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Valencia CF,Jorge S√°enz,24,Centre-Back,Celta de Vigo,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Getafe CF,Jakub Jankto,25,Left Midfield,Sampdoria,£5.40m,5.4,Primera Division,2021,2021/2022,Spain
Getafe CF,Carles Ale√±√°,23,Central Midfield,Barcelona,£4.50m,4.5,Primera Division,2021,2021/2022,Spain
Getafe CF,Jonathan Silva,27,Left-Back,CD Legan√©s,£2.25m,2.25,Primera Division,2021,2021/2022,Spain
Getafe CF,Stefan Mitrovic,31,Centre-Back,R. Strasbourg,£900Th.,0.9,Primera Division,2021,2021/2022,Spain
Getafe CF,Sandro Ram√≠rez,26,Centre-Forward,SD Huesca,Loan fee:£900Th.,0.9,Primera Division,2021,2021/2022,Spain
Getafe CF,Diego Conde,22,Goalkeeper,Atl. Madrid B,free transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Dar√≠o Poveda,24,Centre-Forward,Atl. Madrid B,free transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Jorge Cuenca,21,Centre-Back,Villarreal,loan transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Florentino,22,Defensive Midfield,Benfica,loan transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Jos√© Mac√≠as,21,Centre-Forward,Chivas,loan transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Vitolo,31,Left Winger,Atl√©tico Madrid,loan transfer,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Juan Iglesias,23,Right-Back,Getafe CF B,-,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Miguel Rubio,23,Centre-Back,Getafe CF B,-,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Josete Miranda,23,Left Winger,Getafe CF B,-,0,Primera Division,2021,2021/2022,Spain
Getafe CF,Jack Harper,25,Centre-Forward,Villarreal CF B,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Getafe CF,Amath Ndiaye,25,Left Winger,RCD Mallorca,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Getafe CF,Ignasi Miquel,28,Centre-Back,CD Legan√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Getafe CF,Hugo Duro,21,Centre-Forward,RM Castilla,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Mamadou Sylla,27,Centre-Forward,Girona,£1.04m,1.04,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Miguel de la Fuente,21,Centre-Forward,Valladolid B,free transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Taichi Hara,22,Centre-Forward,NK Istra,free transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Toni Moya,23,Central Midfield,Atl. Madrid B,free transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Florian Lejeune,30,Centre-Back,Newcastle,?,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Mamadou Loum,24,Defensive Midfield,FC Porto,loan transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Iv√°n Mart√≠n,22,Attacking Midfield,Villarreal,loan transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Manu Garc√≠a,23,Attacking Midfield,Sporting Gij√≥n,loan transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Matt Miazga,26,Centre-Back,Chelsea,loan transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Facundo Pellistri,19,Right Winger,Man Utd,loan transfer,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Abdallahi Mahmoud,21,Central Midfield,Depor. Alav√©s B,-,0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Abdallahi Mahmoud,21,Central Midfield,NK Istra,"End of loanMay 31, 2022",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Jos√© Luis Rodr√≠guez,23,Left Winger,CD Lugo,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Ram√≥n Mi√©rez,24,Centre-Forward,NK Osijek,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Carlos Isaac,23,Right-Back,Albacete,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Olivier Verdon,25,Centre-Back,Ludogorets,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Rafa P√°ez,27,Centre-Back,NK Istra,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Javi Mu√±oz,26,Central Midfield,CD Mirand√©s,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Sa√∫l Garc√≠a,26,Left-Back,Sporting Gij√≥n,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Rafa Navarro,27,Right-Back,NK Istra,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Deportivo Alav√©s,Fabrice Ondoa,25,Goalkeeper,NK Istra,"End of loanJun 30, 2021",0,Primera Division,2021,2021/2022,Spain
Elche CF,Iv√°n Marcone,31,Defensive Midfield,Boca Juniors,£3.60m,3.6,Primera Division,2021,2021/2022,Spain
Elche CF,Lucas Boy√©,25,Centre-Forward,Torino,£1.80m,1.8,Primera Division,2021,2021/2022,Spain
Elche CF,Johan Mojica,29,Left-Back,Girona,£1.08m,1.08,Primera Division,2021,2021/2022,Spain
Elche CF,Pedro Bigas,31,Centre-Back,SD Eibar,free transfer,0,Primera Division,2021,2021/2022,Spain
Elche CF,Gerard Gumbau,26,Defensive Midfield,Girona,free transfer,0,Primera Division,2021,2021/2022,Spain
